title,lifetime_gross,year
Aliens,85160248,1986
Open Season,85105259,2006
The Expendables 2,85028192,2012
Dangerous Minds,84919401,1995
Paranormal Activity 2,84752907,2010
The Poseidon Adventure,84563118,1972
Tammy,84525432,2014
The Santa Clause 3: The Escape Clause,84500122,2006
Ferdinand,84410380,2017
"Crazy, Stupid, Love.",84351197,2011
Annabelle,84273813,2014
Pinocchio,84254167,1940
Scooby-Doo 2: Monsters Unleashed,84216833,2004
Atlantis: The Lost Empire,84056472,2001
Cliffhanger,84049211,1993
The Other Woman (2014),83911193,2014
The X-Files,83898313,1998
Up in the Air,83823381,2009
Steel Magnolias,83759091,1989
Wrath of the Titans,83670083,2012
Insidious Chapter 2,83586447,2013
Under Siege,83563139,1992
Battle: Los Angeles,83552429,2011
Immortals,83504017,2011
I Can Only Imagine,83482352,2018
Apocalypse Now,83471511,1979
Airplane!,83453539,1980
Patriot Games,83351587,1992
Penguins of Madagascar,83350911,2014
Saving Mr. Banks,83301580,2013
Valkyrie,83077833,2008
Brokeback Mountain,83043761,2005
Turbo,83028128,2013
Disclosure,83015089,1994
Die Hard,83008852,1988
Charlotte's Web (2006),82985708,2006
Monster-in-Law,82931301,2005
Are We There Yet?,82674398,2005
Days of Thunder,82670733,1990
Freddy Vs. Jason,82622655,2003
The Descendants,82584160,2011
Cheaper by the Dozen 2,82571173,2005
Mr. Holland's Opus,82569971,1995
Bram Stoker's Dracula,82522790,1992
Fried Green Tomatoes,82418501,1991
Let's Be Cops,82390774,2014
Blade II,82348319,2002
Beowulf,82280579,2007
Bridge to Terabithia,82272442,2007
Star Trek: The Motion Picture,82258456,1979
The Pink Panther (2006),82226474,2006
Teenage Mutant Ninja Turtles: Out of the Shadows,82051601,2016
The Post,81903458,2017
Jaws 2,81766007,1978
Maze Runner: The Scorch Trials,81697192,2015
Heaven Can Wait (1978),81640278,1978
Eight Below,81612565,2006
M.A.S.H.,81600000,1970
Unstoppable,81562942,2010
Payback,81526121,1999
Ted 2,81476385,2015
The Talented Mr. Ripley,81298265,1999
School of Rock,81261177,2003
Police Academy,81198894,1984
Snow Dogs,81172560,2002
21,81159365,2008
While You Were Sleeping,81057016,1995
Congo,81022101,1995
The Notebook,81001787,2004
Jimmy Neutron: Boy Genius,80936232,2001
Alien,80931801,1979
Another 48 HRS.,80818974,1990
Moonstruck,80640528,1987
Eat Pray Love,80574010,2010
The Texas Chainsaw Massacre,80571655,2003
Zookeeper,80360843,2011
Alien Vs. Predator,80282231,2004
What Happens in Vegas,80277646,2008
The Dukes of Hazzard,80270227,2005
The Wedding Singer,80245725,1998
Saw III,80238724,2006
The Mummy (2017),80227895,2017
Disturbia,80209692,2007
Nacho Libre,80197993,2006
Jumper,80172128,2008
Goosebumps,80080379,2015
Jack Reacher,80070736,2012
Cloverfield,80048433,2008
Footloose,80035402,1984
Dear John,80014842,2010
A Star Is Born (1976),80000000,1976
Knowing,79957634,2009
War Horse,79884879,2011
The Golden Child,79817937,1986
Dark Shadows,79727149,2012
Earthquake,79666653,1974
Hannah Montana The Movie,79576189,2009
WarGames,79567667,1983
The Day the Earth Stood Still (2008),79366978,2008
Limitless,79249455,2011
The Purge: Election Year,79213375,2016
Cape Fear,79091969,1991
Star Trek II: The Wrath of Khan,78912963,1982
48 HRS.,78868508,1982
The Naked Gun: From the Files of Police Squad!,78756177,1988
Pixels,78747585,2015
City of Angels,78685114,1998
The English Patient,78676425,1996
Teenage Mutant Ninja Turtles II,78656813,1991
A.I. Artificial Intelligence,78616689,2001
Cocktail,78222753,1988
We Were Soldiers,78122718,2002
Tower Heist,78046570,2011
The Monuments Men,78031620,2014
Hooper,78000000,1978
Man on Fire,77911774,2004
The Terminal,77872883,2004
Backdraft,77868585,1991
Gangs of New York,77812000,2002
Free Willy,77698625,1993
Disney's Christopher Robin,77628783,2018
The Adventures of Tintin,77591831,2011
Philadelphia,77446440,1993
March of the Penguins,77437223,2005
Parental Guidance,77267296,2012
Where the Wild Things Are,77233467,2009
The A-Team,77222099,2010
U-571,77122415,2000
Alice Through the Looking Glass,77041381,2016
Crazy Rich Asians,76817947,2018
27 Dresses,76808654,2008
Training Day,76631907,2001
Poltergeist,76606280,1982
Father of the Bride Part II,76594107,1995
Romancing the Stone,76572238,1984
Rugrats in Paris: The Movie,76507756,2000
Star Trek III: The Search for Spock,76471046,1984
Knight & Day,76423035,2010
Fantasia,76408097,1941
Paddington,76271832,2015
The Untouchables,76270454,1987
White Men Can't Jump,76253806,1992
Pete's Dragon (2016),76233151,2016
The Ring Two,76231249,2005
Cocoon,76113124,1985
Hellboy II: The Golden Army,75986503,2008
Conspiracy Theory,75982834,1997
Constantine,75976178,2005
The Jewel of the Nile,75973200,1985
The Haunted Mansion,75847266,2003
The Family Man,75793305,2000
Barbershop,75782105,2002
The Intern,75764672,2015
Star Trek: Generations,75671125,1994
Contagion,75658097,2011
"You, Me and Dupree",75628110,2006
We Bought a Zoo,75624550,2011
2 Guns,75612460,2013
Braveheart,75609945,1995
Moneyball,75605492,2011
The Rookie,75600072,2002
Zombieland,75590286,2009
Old School,75585093,2003
Any Given Sunday,75530832,1999
The Last of the Mohicans,75505856,1992
The Hitman's Bodyguard,75468583,2017
The Girl on the Train (2016),75395035,2016
The Horse Whisperer,75383563,1998
Garfield: The Movie,75369589,2004
Ray,75331600,2004
Coraline,75286229,2009
Tim Burton's The Nightmare Before Christmas,75082668,1993
The Exorcism of Emily Rose,75072454,2005
Eragon,75030163,2006
Star Trek VI: The Undiscovered Country,74888996,1991
10,74865517,1979
The Prince of Tides,74787599,1991
Ladder 49,74541707,2004
Four Brothers,74494381,2005
"Six Days, Seven Nights",74339294,1998
No Country for Old Men,74283625,2007
Alien: Covenant,74262031,2017
Jack and Jill,74158157,2011
Oliver & Company,74151346,1988
Sin City,74103820,2005
Along Came a Spider,74078174,2001
Ben-Hur,74000000,1959
Captain Underpants: The First Epic Movie,73921000,2017
Hugo,73864507,2011
Christmas with the Kranks,73780539,2004
Beetlejuice,73707461,1988
The Jerk,73691419,1979
Monster House,73661010,2006
Deep Blue Sea,73648142,1999
Law Abiding Citizen,73357727,2009
Spirit: Stallion of the Cimarron,73280117,2002
Hollow Man,73209340,2000
Boo! A Madea Halloween,73206343,2016
White House Down,73103784,2013
John Carter,73078100,2012
Hotel for Dogs,73034460,2009
Dinner for Schmucks,73026337,2010
Justin Bieber: Never Say Never,73013910,2011
Jackass: Number Two,72778712,2006
The Interpreter,72708161,2005
Hercules (2014),72688614,2014
Storks,72679278,2016
Barnyard: The Original Party Animals,72637803,2006
I Know What You Did Last Summer,72586134,1997
Bridge of Spies,72313754,2015
Dolphin Tale,72286779,2011
Vantage Point,72266306,2008
Ace Ventura: Pet Detective,72217396,1994
The Cannonball Run,72179579,1981
A Bad Moms Christmas,72110659,2017
Get Shorty,72101622,1995
Michael Jackson's This Is It,72091016,2009
10 Cloverfield Lane,72082998,2016
Fred Claus,72006777,2007
My Fair Lady,72000000,1964
1408,71985628,2007
The Purge: Anarchy,71962800,2014
John Q.,71756802,2002
RV,71726025,2006
Mama,71628180,2013
Ruthless People,71624879,1986
Three Men and a Little Lady,71609321,1990
Galaxy Quest,71583916,1999
Stargate,71567262,1994
Bridget Jones's Diary,71543427,2001
Grumpier Old Men,71518503,1995
The Bridges of Madison County,71516617,1995
Chocolat,71509363,2000
Sideways,71503593,2004
"I Love You, Man",71440011,2009
Safe Haven,71349120,2013
Christmas Vacation,71319526,1989
Scary Movie 2,71308997,2001
The Rescuers,71215869,1977
The Spiderwick Chronicles,71195053,2008
The Score,71107711,2001
Turner & Hooch,71079915,1989
Paul Blart: Mall Cop 2,71038190,2015
The Smurfs 2,71017784,2013
Bird on a Wire,70978012,1990
Groundhog Day,70906973,1993
Shallow Hal,70839203,2001
White Chicks,70831760,2004
Broken Arrow (1996),70770147,1996
Any Which Way You Can,70687344,1980
No Strings Attached,70662220,2011
All the President's Men,70600000,1976
The Best Man Holiday,70525195,2013
V for Vendetta,70511035,2006
Mortal Kombat,70454098,1995
JFK,70405498,1991
Shaft,70334258,2000
Moonraker,70308099,1979
World Trade Center,70278893,2006
Rocky Balboa,70270943,2006
Purple Rain,70261052,1984
The Big Short,70259870,2015
Fool's Gold,70231041,2008
Star Trek: Insurrection,70187658,1998
Grumpy Old Men,70172621,1993
Big Momma's House 2,70165972,2006
Ferris Bueller's Day Off,70136369,1986
The Golden Compass,70107728,2007
Kill Bill Vol. 1,70099045,2003
Blade,70087718,1998
Boomerang,70052444,1992
Act of Valor,70012847,2012
Born on the Fourth of July,70001698,1989
Seven Pounds,69951824,2008
Private Benjamin,69847348,1980
Splash,69821334,1984
Swordfish,69772969,2001
The Best Little Whorehouse in Texas,69701637,1982
Disney's The Kid,69691949,2000
Nine Months,69684532,1995
Divine Secrets of the Ya-Ya Sisterhood,69599016,2002
Hot Shots!,69467617,1991
The Thomas Crown Affair,69305181,1999
Vertical Limit,69243859,2000
Lost in Space,69117629,1998
Game Night,69001013,2018
Guess Who,68915888,2005
Cool Runnings,68856263,1993
The First Purge,68809315,2018
Witness,68706993,1985
Sahara,68671925,2005
Book Club,68566296,2018
Percy Jackson: Sea of Monsters,68559554,2013
Road Trip,68540777,2000
Blue Streak,68518533,1999
Bring It On,68379000,2000
Obsessed,68261644,2009
Mr. Popper's Penguins,68224452,2011
Octopussy,67893619,1983
War Room,67790117,2015
Outbreak,67659560,1995
Sudden Impact,67642693,1983
A Perfect Murder,67638368,1998
The Tourist,67631157,2010
Insidious: The Last Key,67560690,2018
This Is 40,67544505,2012
Heat,67436818,1995
Holes,67406573,2003
Insomnia,67355513,2002
A Good Day to Die Hard,67349198,2013
Hidalgo,67303450,2004
Role Models,67294270,2008
Lights Out,67268835,2016
Coach Carter,67264877,2005
Hacksaw Ridge,67209615,2016
Coal Miner's Daughter,67182787,1980
Race to Witch Mountain,67172594,2009
The Forgotten,67133509,2004
Dante's Peak,67127760,1997
The Bounty Hunter,67061228,2010
Waiting to Exhale,67052156,1995
The Secret of My Success,66995879,1987
102 Dalmatians,66957026,2000
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",66954149,2014
Kangaroo Jack,66934963,2003
Skyscraper,66896620,2018
End of Days,66889043,1999
The Mexican,66845033,2001
Changing Lanes,66818548,2002
Big Fish,66809693,2003
Uncle Buck,66758538,1989
The Godfather Part III,66666062,1990
Charlie Wilson's War,66661095,2007
Legends of the Fall,66638883,1994
Contraband,66528000,2012
The Bone Collector,66518655,1999
Looper,66486205,2012
The Final Destination,66477700,2009
The League of Extraordinary Gentlemen,66465204,2003
Bowfinger,66384775,1999
Warm Bodies,66380662,2013
The Parent Trap,66308518,1998
Kill Bill Vol. 2,66208183,2004
The Divergent Series: Allegiant,66184051,2016
Smokey and the Bandit II,66132626,1980
Herbie: Fully Loaded,66023816,2005
Magic Mike XXL,66013057,2015
"What's Up, Doc?",66000000,1972
The Manchurian Candidate,65955630,2004
Anaconda,65885767,1997
Bad Boys,65807024,1995
Ever After: A Cinderella Story,65705771,1998
Stakeout,65673233,1987
Lara Croft Tomb Raider: The Cradle of Life,65660196,2003
Tyler Perry's Madea's Witness Protection,65653242,2012
Deuce Bigalow: Male Gigolo,65538755,1999
The Ten Commandments,65500000,1956
The Taking of Pelham 1 2 3,65452312,2009
Battleship,65422625,2012
Step Up,65328121,2006
Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,65281781,2008
The Amityville Horror (2005),65233369,2005
Lethal Weapon,65207127,1987
The Visit,65206105,2015
The Muppet Movie,65200000,1979
Jack the Giant Slayer,65187603,2013
Think Like a Man Too,65182182,2014
Barbershop 2: Back in Business,65111277,2004
Now You See Me 2,65075540,2016
About Schmidt,65016287,2002
Exodus: Gods and Kings,65014513,2014
Wolf,65002597,1994
Friday the 13th (2009),65002019,2009
Pitch Perfect,65001093,2012
Stuart Little 2,64956806,2002
Mirror Mirror,64935167,2012
Staying Alive,64892670,1983
Mr. Mom,64783827,1983
Flushed Away,64665672,2006
L.A. Confidential,64616940,1997
Chronicle (2012),64575175,2012
A Dog's Purpose,64508620,2017
The Happening,64506874,2008
The Purge,64473115,2013
The Wedding Ringer,64460211,2015
Field of Dreams,64431625,1989
Miracle,64378093,2004
Jackass: The Movie,64255312,2002
The Nut Job,64251541,2014
Down to Earth,64186502,2001
17 Again,64167069,2009
Ice Age: Collision Course,64063008,2016
Deja Vu,64038616,2006
Happy Feet Two,64006466,2011
Diary of a Wimpy Kid,64003625,2010
Dirty Dancing,63954274,1987
Sky High,63946815,2005
Last Vegas,63914167,2013
Life,63886029,1999
Mona Lisa Smile,63860942,2003
The Shape of Water,63859435,2017
In & Out,63856929,1997
The Fifth Element,63820180,1997
Working Girl,63779477,1988
The Witches of Eastwick,63766510,1987
What About Bob?,63707829,1991
Unknown,63686397,2011
Babe,63658910,1995
Thunderball,63595658,1965
Risky Business,63541777,1983
Hope Springs,63536011,2012
The Fox and the Hound,63456988,1981
Miami Vice,63450470,2006
The Time Traveler's Wife,63414846,2009
Tango & Cash,63408614,1989
She's All That,63366989,1999
Bewitched,63313159,2005
Saw IV,63300095,2007
The Boss,63285885,2016
Dave,63270710,1993
Tyler Perry's Madea's Family Reunion,63257940,2006
The Holiday,63224849,2006
Rising Sun,63179523,1993
Forgetting Sarah Marshall,63172463,2008
The Sorcerer's Apprentice,63150991,2010
Beavis and Butt-Head Do America,63118386,1996
Scent of a Woman,63095253,1992
A Nightmare on Elm Street (2010),63075011,2010
The Last Song,62950384,2010
London Has Fallen,62678608,2016
Jarhead,62658220,2005
Black Mass,62575678,2015
The Crying Game,62548947,1992
The Fast and the Furious: Tokyo Drift,62514415,2006
The Adjustment Bureau,62495645,2011
A Fish Called Wanda,62493712,1988
Spy Game,62362560,2001
Underworld Awakening,62321039,2012
Underworld: Evolution,62318875,2006
Down and Out in Beverly Hills,62134225,1986
The Wolfman,61979680,2010
Mouse Hunt,61917389,1997
The Electric Horseman,61801971,1979
Patton,61749765,1970
Ender's Game,61737191,2013
Miracles from Heaven,61705123,2016
Cinderella Man,61649911,2005
The Goonies,61503218,1985
Flatliners,61489265,1990
Deepwater Horizon,61433527,2016
National Lampoon's Vacation,61399552,1983
The Saint,61363304,1997
Stomp the Yard,61356221,2007
Rules of Engagement,61335230,2000
The Cell,61334059,2000
Misery,61276872,1990
Friday Night Lights,61255921,2004
The Shaggy Dog,61123569,2006
Prisoners,61002302,2013
Get Him to the Greek,60974475,2010
The Devil's Advocate,60944660,1997
The Omen,60922980,1976
Mission to Mars,60883407,2000
Harlem Nights,60864870,1989
Coyote Ugly,60786269,2000
God's Not Dead,60755732,2014
Poseidon,60674817,2006
Fantasia 2000 (35mm & IMAX),60655420,2000
Three Kings,60652036,1999
Jingle All the Way,60592389,1996
Kiss the Girls,60527873,1997
After Earth,60522097,2013
Baby Mama,60494212,2008
Shanghai Knights,60476872,2003
The Lucky One,60457138,2012
The Wedding Planner,60400856,2001
Burn After Reading,60355347,2008
Scrooged,60328558,1988
Why Him?,60323786,2016
The Cable Guy,60240295,1996
Blockers,60147900,2018
Resident Evil: Afterlife,60128566,2010
Tyler Perry's Why Did I Get Married Too?,60095852,2010
Spies Like Us,60088980,1985
The American President,60079496,1995
Species,60074103,1995
The Family Stone,60062868,2005
Bad Santa,60060328,2003
Bruno,60054530,2009
Hope Floats,60053195,1998
Tooth Fairy,60022256,2010
Snow Day,60020107,2000
The Good Shepherd,59952835,2006
Superman III,59950623,1983
Jungle 2 Jungle,59927618,1997
Little Miss Sunshine,59891098,2006
The Benchwarmers,59843754,2006
Predator,59735548,1987
Secretariat,59713955,2010
Son of God,59700064,2014
Love Actually,59696144,2003
Gothika,59694580,2003
My Big Fat Greek Wedding 2,59689605,2016
The Dictator,59650222,2012
Hellboy,59623958,2004
Pacific Rim Uprising,59587110,2018
The Last Boy Scout,59509925,1991
My Girl,59489799,1991
The Stepford Wives,59484742,2004
The Grand Budapest Hotel,59301324,2014
The LEGO Ninjago Movie,59281555,2017
